Year,Region,Sex,Age group,Value
2013,South West,Male,,0.8710873973347755
2013,West Midlands,Female,,0.2089760071163296
2013,West Midlands,Male,,0.7490452348417321
2013,Yorkshire and The Humber,Female,,0.3693124952451016
2013,Yorkshire and The Humber,Male,,1.2927869711408122
2013,North East,Female,,0.7507355331385925
2013,North East,Male,,0.547536321212965
2013,,,0 to 20,0.23728239721160715
2013,,Male,0 to 20,0.14629828757854388
2013,,Female,0 to 20,0.24320768925430344
2013,London,,0 to 20,0.6008782066096602
2013,East Midlands,,0 to 20,0.2612516741878121
2013,North West,,0 to 20,0.2807800969589831
2013,South East,,0 to 20,0.2261932712930429
2013,West Midlands,,0 to 20,0.27165442297544445
2013,Yorkshire and The Humber,,0 to 20,0.5150008718229044
2013,London,Male,0 to 20,0.3615861700521679
2013,London,Female,0 to 20,0.7566707621471668
2013,West Midlands,Male,0 to 20,0.3973957332944769
2013,Yorkshire and The Humber,Female,0 to 20,0.7504521474188198
2013,,,21 to 40,1.1595167157872086
2013,,Female,21 to 40,0.6469503642036483
2013,,Male,21 to 40,1.4136919838480977
2013,London,,21 to 40,1.87281386604632
2013,East Midlands,,21 to 40,2.454796672698453
2013,North West,,21 to 40,1.80511240653757
2013,South East,,21 to 40,1.3706522340032319
2013,South West,,21 to 40,1.0271604938271606
2013,West Midlands,,21 to 40,0.8259110314871698
2013,Yorkshire and The Humber,,21 to 40,1.2315360151841146
2013,North East,,21 to 40,1.2280712526940814
2013,London,Male,21 to 40,2.4686234621977015
2013,London,Female,21 to 40,0.9387518087735744
2013,East Midlands,Male,21 to 40,2.63651431715158
2013,East Midlands,Female,21 to 40,2.273955685851273
2013,North West,Female,21 to 40,0.6548588342639605
2013,North West,Male,21 to 40,2.19319167508304
2013,South East,Female,21 to 40,0.6370186073135196
2013,South East,Male,21 to 40,1.4680649985778118
2013,South West,Female,21 to 40,0.7980693107234976
2013,South West,Male,21 to 40,1.095267972956269
2013,West Midlands,Female,21 to 40,0.4148184201502196
2013,West Midlands,Male,21 to 40,0.9592549603759184
2013,Yorkshire and The Humber,Female,21 to 40,0.5821916312863961
2013,Yorkshire and The Humber,Male,21 to 40,1.87500631011739
2013,North East,Female,21 to 40,0.9166462967489613
2013,North East,Male,21 to 40,1.5425052753680415
2013,,,41 to 60,0.7934681700243594
2013,,Female,41 to 60,0.2419871988771794
2013,,Male,41 to 60,1.2172352474928794
2013,London,,41 to 60,1.3735845946600918
2013,East Midlands,,41 to 60,1.9101451789925417
2013,North West,,41 to 60,1.1464806171817838
2013,South East,,41 to 60,0.5006508460999299
2013,South West,,41 to 60,0.960875220057584
2013,West Midlands,,41 to 60,0.7373197755866719
2013,Yorkshire and The Humber,,41 to 60,1.1949178037129609
2013,North East,,41 to 60,1.1096639244096935
2013,London,Male,41 to 60,2.2799795000104086
2013,London,Female,41 to 60,0.29135237029720856
2013,East Midlands,Male,41 to 60,3.3722859120347253
2013,East Midlands,Female,41 to 60,0.4733907082871777
2013,North West,Female,41 to 60,0.4119914223385869
2013,North West,Male,41 to 60,1.2657934098575772
2013,South East,Male,41 to 60,0.6736359923710724
2013,South West,Male,41 to 60,1.6756921306704724
2013,West Midlands,Male,41 to 60,1.2154573766108188
2013,Yorkshire and The Humber,Male,41 to 60,2.2622419100108453
2013,North East,Female,41 to 60,1.6317472749820507
2013,,,61 and over,0.30083373922012435
2013,,Female,61 and over,0.07914721513927933
2013,,Male,61 and over,0.5172097630395633
2013,London,,61 and over,0.490024729914703
2013,East Midlands,,61 and over,0.8546683886651979
2013,South East,,61 and over,0.6010072882150483
2013,South West,,61 and over,0.5058717253839204
2013,West Midlands,,61 and over,0.2385833872796881
2013,Yorkshire and The Humber,,61 and over,0.255230524209466
2013,London,Male,61 and over,0.9065969433177459
2013,East Midlands,Male,61 and over,1.6373579591970395
2013,South East,Male,61 and over,1.098038354479722
2013,South West,Male,61 and over,0.6310880273134898
2013,Yorkshire and The Humber,Male,61 and over,0.5592559658630158
2014,,Male,,1.050520869635015
2014,,Female,,0.4024022193092096
2014,London,,,1.4990591647031528
2014,East Midlands,,,0.4097111902692298
2014,East of England,,,0.8806352138107529
2014,North West,,,0.8131231344607049
2014,South East,,,0.6986846022760439
2014,South West,,,1.0694589625547384
2014,West Midlands,,,0.7701350046663179
2014,Yorkshire and The Humber,,,0.8208913873008475
2014,North East,,,0.8401082975969084
2014,London,Male,,1.913075968719082
2014,London,Female,,0.9989151317057986
2014,East Midlands,Male,,0.5244613126742195
2014,East Midlands,Female,,0.29795462661815963
2014,East of England,Female,,0.4581376703699462
2014,East of England,Male,,1.3164410320492632
2014,North West,Female,,0.3037290471826508
2014,North West,Male,,1.3385195745672167
2014,South East,Female,,0.3548452342510814
2014,South East,Male,,0.9622411972113332
2014,South West,Female,,0.2536435901728327
2014,South West,Male,,1.8021231263081816
2014,West Midlands,Female,,0.3807547181567041
2014,West Midlands,Male,,0.7789582142028868
2014,Yorkshire and The Humber,Female,,0.5517499116280559
2014,Yorkshire and The Humber,Male,,1.0979009647899374
2014,North East,Female,,0.5990292730630015
2014,North East,Male,,1.0910088402887743
2014,,,0 to 20,0.2673566208411201
2014,,Male,0 to 20,0.1577563838547748
2014,,Female,0 to 20,0.3442633548361925
2014,London,,0 to 20,0.6373019185974259
2014,East Midlands,,0 to 20,0.2602745549522006
2014,East of England,,0 to 20,0.26804118184717896
2014,South East,,0 to 20,0.3146297908565886
2014,West Midlands,,0 to 20,0.4735892790212128
2014,Yorkshire and The Humber,,0 to 20,0.4415394419824532
2014,London,Male,0 to 20,0.2668595171443897
2014,London,Female,0 to 20,1.0255702636834385
2014,South East,Female,0 to 20,0.2773907149930606
2014,South East,Male,0 to 20,0.2623914355435438
2014,West Midlands,Female,0 to 20,0.555408218097699
2014,Yorkshire and The Humber,Female,0 to 20,0.6005780563792651
2014,,,21 to 40,1.1495979427827507
2014,,Female,21 to 40,0.7508969698960712
2014,,Male,21 to 40,1.5012375240417912
2014,London,,21 to 40,2.0262946611121837
2014,East Midlands,,21 to 40,0.9590302286328064
2014,East of England,,21 to 40,1.7433623156142906
2014,North West,,21 to 40,1.1478451939448433
2014,South East,,21 to 40,1.231063283036039
2014,South West,,21 to 40,0.6300820051729732
2014,West Midlands,,21 to 40,1.2327990291022757
2014,Yorkshire and The Humber,,21 to 40,1.0873969963195236
2014,North East,,21 to 40,1.3792596134395056
2014,London,Male,21 to 40,2.5790051785101418
2014,London,Female,21 to 40,1.4684189799827796
2014,East Midlands,Male,21 to 40,1.0471807276858875
2014,East Midlands,Female,21 to 40,0.8710422019946866
2014,East of England,Female,21 to 40,1.0709017260258569
2014,East of England,Male,21 to 40,2.4182594711803933
2014,North West,Female,21 to 40,0.3276278758901923
2014,North West,Male,21 to 40,1.96970592290571
2014,South East,Female,21 to 40,0.9085259711234104
2014,South East,Male,21 to 40,1.5560042542986905
2014,South West,Male,21 to 40,0.9350557059436816
2014,West Midlands,Female,21 to 40,0.5509535628789527
2014,West Midlands,Male,21 to 40,1.3622530575769878
2014,Yorkshire and The Humber,Female,21 to 40,0.8735366441342742
2014,Yorkshire and The Humber,Male,21 to 40,1.2994926203257973
2014,North East,Female,21 to 40,1.2216165040389697
2014,North East,Male,21 to 40,1.5380403520266757
2014,,,41 to 60,1.0369431564561271
2014,,Female,41 to 60,0.35460461528201764
2014,,Male,41 to 60,1.6431643307520791
2014,London,,41 to 60,1.9686873081130083
2014,East Midlands,,41 to 60,0.3162647863670901
2014,East of England,,41 to 60,1.1686971241439297
2014,North West,,41 to 60,1.3519767459999688
2014,South East,,41 to 60,0.9081070014224258
2014,South West,,41 to 60,1.8421998868752811
2014,West Midlands,,41 to 60,1.001092525642985
2014,Yorkshire and The Humber,,41 to 60,0.9803598901156616
2014,North East,,41 to 60,1.5296430925489697
2014,London,Male,41 to 60,2.9026143847763684
2014,London,Female,41 to 60,0.85791498062542
2014,East Midlands,Male,41 to 60,0.6384758304974365
2014,East of England,Female,41 to 60,0.3647456324750058
2014,East of England,Male,41 to 60,1.9919053944532903
2014,North West,Female,41 to 60,0.5130530968911035
2014,North West,Male,41 to 60,2.213900766642208
2014,South East,Male,41 to 60,1.5004488842912171
2014,South West,Female,41 to 60,0.40245443545033305
2014,South West,Male,41 to 60,3.332347513860483
2014,West Midlands,Male,41 to 60,1.2102972086512045
2014,Yorkshire and The Humber,Female,41 to 60,0.5566541744192357
2014,Yorkshire and The Humber,Male,41 to 60,1.4095068417462098
2014,North East,Female,41 to 60,0.8170312895749531
2014,North East,Male,41 to 60,2.2731211942978757
2014,,,61 and over,0.4365690209636923
2014,,Female,61 and over,0.12995627231349194
2014,,Male,61 and over,0.7838010755902367
2014,London,,61 and over,0.6405631831506261
2014,East of England,,61 and over,0.28389693973293817
2014,North West,,61 and over,0.5630658812106166
2014,South East,,61 and over,0.2459258690897251
2014,South West,,61 and over,1.4192207910169
2014,West Midlands,,61 and over,0.3132942498756613
2014,Yorkshire and The Humber,,61 and over,0.7539854413788886
2014,London,Male,61 and over,1.240980729342103
2014,East of England,Male,61 and over,0.4622417801855439
2014,North West,Male,61 and over,0.951039146129882
2014,South East,Male,61 and over,0.4304328971254615
2014,South West,Male,61 and over,2.7826000924441585
2014,Yorkshire and The Humber,Male,61 and over,1.4638582546052066
2015,,Male,,0.9883257527916696
2015,,Female,,0.4147042754406468
2015,London,,,1.5333686968890947
2015,East Midlands,,,1.0690526782121506
2015,East of England,,,0.7570208333779043
2015,North West,,,0.6412190968986602
2015,South East,,,0.6928990033765415
2015,South West,,,0.4934950047338966
2015,West Midlands,,,0.8520257346548428
2015,Yorkshire and The Humber,,,0.6492812641914334
2015,North East,,,0.3429066520461431
2015,London,Male,,2.158016963405601
2015,London,Female,,0.8936343674363303
2015,East Midlands,Male,,1.5589834907978837
2015,East Midlands,Female,,0.5912559162545121
2015,East of England,Female,,0.32435044768470545
2015,East of England,Male,,1.1692522731934551
2015,North West,Female,,0.4396281954444077
2015,North West,Male,,0.8488013227719813
2015,South East,Female,,0.3741575951790894
2015,South East,Male,,0.9990071231478352
2015,South West,Female,,0.5389704371122107
2015,South West,Male,,0.44641262812042426
2015,West Midlands,Female,,0.6193565436051093
2015,West Midlands,Male,,1.0897236249972757
2015,Yorkshire and The Humber,Female,,0.18300505276950696
2015,Yorkshire and The Humber,Male,,1.1284936753571966
2015,North East,Female,,0.22430845702698585
2015,North East,Male,,0.46613635886905996
2015,,,0 to 20,0.1732488332773884
2015,,Male,0 to 20,0.15695673922132794
2015,,Female,0 to 20,0.1903749472661396
2015,London,,0 to 20,0.4477450217469757
2015,North West,,0 to 20,0.16764731029449484
2015,South East,,0 to 20,0.26812682577610425
2015,West Midlands,,0 to 20,0.20225909929977895
2015,Yorkshire and The Humber,,0 to 20,0.22016134891390735
2015,London,Male,0 to 20,0.4372314852141429
2015,London,Female,0 to 20,0.4587766262484459
2015,South East,Female,0 to 20,0.3676538171657568
2015,West Midlands,Female,0 to 20,0.4152967641460461
2015,Yorkshire and The Humber,Male,0 to 20,0.4313530394573004
2015,,,21 to 40,1.1282182862782952
2015,,Female,21 to 40,0.8620842307552511
2015,,Male,21 to 40,1.381888160888013
2015,London,,21 to 40,2.3669471608633184
2015,East Midlands,,21 to 40,1.3798539597065396
2015,East of England,,21 to 40,0.9289289714367612
2015,North West,,21 to 40,1.302737104938188
2015,South East,,21 to 40,0.952090791377866
2015,South West,,21 to 40,0.856910044699544
2015,West Midlands,,21 to 40,1.2216459371449593
2015,Yorkshire and The Humber,,21 to 40,1.0078192375415544
2015,North East,,21 to 40,0.6092211716541573
2015,London,Male,21 to 40,3.2622382869334308
2015,London,Female,21 to 40,1.3914629112187027
2015,East Midlands,Male,21 to 40,1.5510956767516608
2015,East Midlands,Female,21 to 40,1.2083382242261456
2015,East of England,Female,21 to 40,0.5303710343163318
2015,East of England,Male,21 to 40,1.328157062541588
2015,North West,Female,21 to 40,1.30358551195062
2015,North West,Male,21 to 40,1.3018898015377487
2015,South East,Female,21 to 40,0.5428405215973625
2015,South East,Male,21 to 40,1.3631716460297627
2015,South West,Female,21 to 40,1.2599377590747016
2015,South West,Male,21 to 40,0.4624420020655743
2015,West Midlands,Female,21 to 40,1.365806754733886
2015,West Midlands,Male,21 to 40,1.0792521861602096
2015,Yorkshire and The Humber,Female,21 to 40,0.5783623092850285
2015,Yorkshire and The Humber,Male,21 to 40,1.4336300947629492
2015,,,41 to 60,1.0257910376060757
2015,,Female,41 to 60,0.4096172672793631
2015,,Male,41 to 60,1.64647112194746
2015,London,,41 to 60,1.7399629999219368
2015,East Midlands,,41 to 60,2.126535141780824
2015,East of England,,41 to 60,1.5869121253514096
2015,North West,,41 to 60,0.8308520283694426
2015,South East,,41 to 60,0.982795348429616
2015,South West,,41 to 60,0.8834966896058654
2015,West Midlands,,41 to 60,1.2646676486700024
2015,Yorkshire and The Humber,,41 to 60,0.8393052231362879
2015,North East,,41 to 60,0.5589254100067211
2015,London,Male,41 to 60,2.8369786933443533
2015,London,Female,41 to 60,0.6548059482572339
2015,East Midlands,Male,41 to 60,3.499473488306987
2015,East Midlands,Female,41 to 60,0.7800251168087613
2015,East of England,Female,41 to 60,0.6035979265204028
2015,East of England,Male,41 to 60,2.592477371376087
2015,North West,Female,41 to 60,0.3071435445593617
2015,North West,Male,41 to 60,1.3698745616401402
2015,South East,Female,41 to 60,0.32442200165130797
2015,South East,Male,41 to 60,1.5714791423363101
2015,South West,Female,41 to 60,0.9352749641589272
2015,South West,Male,41 to 60,0.829895032110022
2015,West Midlands,Female,41 to 60,0.396360354980334
2015,West Midlands,Male,41 to 60,2.1462566601026984
2015,Yorkshire and The Humber,Male,41 to 60,1.5498218409347395
2015,North East,Male,41 to 60,0.8575201660159041
2015,,,61 and over,0.3749845579275798
2015,,Female,61 and over,0.12847094777257712
2015,,Male,61 and over,0.6649808394839023
2015,London,,61 and over,0.9434525962243028
2015,East Midlands,,61 and over,0.4586276576326191
2015,East of England,,61 and over,0.279627201015606
2015,North West,,61 and over,0.18560279146598369
2015,South East,,61 and over,0.5333385051006555
2015,South West,,61 and over,0.20966338543468466
2015,West Midlands,,61 and over,0.6966154551104871
2015,Yorkshire and The Humber,,61 and over,0.4962586235274559
2015,London,Male,61 and over,1.3893713094824591
2015,London,Female,61 and over,0.5746102705839764
2015,East Midlands,Male,61 and over,0.7871753393709682
2015,East of England,Male,61 and over,0.6059412539954251
2015,North West,Male,61 and over,0.4017166692331898
2015,South East,Female,61 and over,0.26850419000788506
2015,South East,Male,61 and over,0.8464005230755232
2015,South West,Male,61 and over,0.4556120008201016
2015,West Midlands,Male,61 and over,1.172236744933007
2015,Yorkshire and The Humber,Male,61 and over,1.0798436386411248
2016,,Male,,0.9203873014472874
2016,,Female,,0.4598685076635734
2016,London,,,1.6841353990240209
2016,East Midlands,,,0.7196624698350301
2016,East of England,,,0.6198473152944716
2016,North West,,,1.0249842685691484
2016,South East,,,0.4874645715734813
2016,South West,,,0.525747771962524
2016,West Midlands,,,0.4999367321445872
2016,Yorkshire and The Humber,,,0.7187958289936803
2016,North East,,,0.6826332044926366
2016,London,Male,,2.1464661745474327
2016,London,Female,,1.2021954356949065
2016,East Midlands,Male,,1.027824934005074
2016,East Midlands,Female,,0.4185135320072872
2016,East of England,Female,,0.3859910964720414
2016,East of England,Male,,0.8604536179096139
2016,North West,Female,,0.6832966494138818
2016,North West,Male,,1.3479776123384883
2016,South East,Female,,0.3057394056382277
2016,South East,Male,,0.6745766019957574
2016,South West,Female,,0.4278987106698683
2016,South West,Male,,0.6269474555337518
2016,West Midlands,Female,,0.37567215432612105
2016,West Midlands,Male,,0.6265993513304271
2016,Yorkshire and The Humber,Female,,0.3639694949886861
2016,Yorkshire and The Humber,Male,,1.082793367927959
2016,North East,Female,,0.4469303704829306
2016,North East,Male,,0.9271012556813925
2016,,,0 to 20,0.16595414969580605
2016,,Male,0 to 20,0.13187772297525735
2016,,Female,0 to 20,0.1891910367845394
2016,London,,0 to 20,0.3972548804969041
2016,East of England,,0 to 20,0.2641498469251637
2016,North West,,0 to 20,0.2222098772290428
2016,Yorkshire and The Humber,,0 to 20,0.3648897266757013
2016,London,Female,0 to 20,0.5432327236149602
2016,East of England,Male,0 to 20,0.3859613009468917
2016,North West,Female,0 to 20,0.3417284625636469
2016,Yorkshire and The Humber,Male,0 to 20,0.5715706475609651
2016,,,21 to 40,1.067482061396721
2016,,Female,21 to 40,0.695488562748543
2016,,Male,21 to 40,1.4362082814527029
2016,London,,21 to 40,2.2902851339555057
2016,East Midlands,,21 to 40,0.9365137339739088
2016,East of England,,21 to 40,0.8581299895308141
2016,North West,,21 to 40,2.153739295242659
2016,South East,,21 to 40,0.8115569313950349
2016,South West,,21 to 40,0.8508242166229395
2016,West Midlands,,21 to 40,0.4687940540841004
2016,Yorkshire and The Humber,,21 to 40,0.9288859228052926
2016,London,Male,21 to 40,3.0990214839664376
2016,London,Female,21 to 40,1.4593582007970751
2016,East Midlands,Male,21 to 40,1.1870362079958758
2016,East Midlands,Female,21 to 40,0.6839185111094014
2016,East of England,Female,21 to 40,0.6605351391483324
2016,East of England,Male,21 to 40,1.055464668320228
2016,North West,Female,21 to 40,1.6212114989289197
2016,North West,Male,21 to 40,2.682400555364211
2016,South East,Female,21 to 40,0.6313364761864391
2016,South East,Male,21 to 40,0.9917057338622428
2016,South West,Female,21 to 40,0.4695408829246762
2016,South West,Male,21 to 40,1.2233500830348871
2016,West Midlands,Male,21 to 40,0.7972426035817454
2016,Yorkshire and The Humber,Female,21 to 40,0.4312073374240536
2016,Yorkshire and The Humber,Male,21 to 40,1.420848104233417
2016,,,41 to 60,0.9864391005189472
2016,,Female,41 to 60,0.6453924920472359
2016,,Male,41 to 60,1.324869817013397
2016,London,,41 to 60,2.2607346834071764
2016,East Midlands,,41 to 60,1.0190667386807162
2016,East of England,,41 to 60,0.9696117613906656
2016,North West,,41 to 60,1.1936939742328179
2016,South East,,41 to 60,0.6913089854308665
2016,South West,,41 to 60,0.7447846455197479
2016,West Midlands,,41 to 60,1.0617162377554257
2016,Yorkshire and The Humber,,41 to 60,0.9079613543710308
2016,North East,,41 to 60,1.9649867433572925
2016,London,Male,41 to 60,3.0557338066942794
2016,London,Female,41 to 60,1.4712643678160917
2016,East Midlands,Male,41 to 60,1.2675978229007392
2016,East Midlands,Female,41 to 60,0.7757205668345326
2016,East of England,Female,41 to 60,0.5992875669404212
2016,East of England,Male,41 to 60,1.3483349901510258
2016,North West,Female,41 to 60,0.5115073815630233
2016,North West,Male,41 to 60,1.7908139670848393
2016,South East,Female,41 to 60,0.2416169002967861
2016,South East,Male,41 to 60,1.1499275545640626
2016,South West,Female,41 to 60,0.9310751656981268
2016,South West,Male,41 to 60,0.5516343546843411
2016,West Midlands,Female,41 to 60,0.7902275196733726
2016,West Midlands,Male,41 to 60,1.3374008150120569
2016,Yorkshire and The Humber,Female,41 to 60,0.6934851233571337
2016,Yorkshire and The Humber,Male,41 to 60,1.1255193216495047
2016,North East,Female,41 to 60,1.3716555608288092
2016,North East,Male,41 to 60,2.5865785313981893
2016,,,61 and over,0.4653854513937747
2016,,Female,61 and over,0.25370980824358985
2016,,Male,61 and over,0.7133810367269364
2016,London,,61 and over,1.463205390140614
2016,East Midlands,,61 and over,0.8124664857574625
2016,East of England,,61 and over,0.3445464837997689
2016,North West,,61 and over,0.42800471538909296
2016,South East,,61 and over,0.3818637624654652
2016,South West,,61 and over,0.4131002346409333
2016,West Midlands,,61 and over,0.3059652515263841
2016,Yorkshire and The Humber,,61 and over,0.6535098790271525
2016,London,Male,61 and over,1.8662128941738527
2016,London,Female,61 and over,1.1282065746238137
2016,East Midlands,Male,61 and over,1.5458070948681135
2016,East of England,Male,61 and over,0.5964798740234506
2016,North West,Male,61 and over,0.6601618716909387
2016,South East,Female,61 and over,0.26478048814930794
2016,South East,Male,61 and over,0.5197645674415317
2016,South West,Male,61 and over,0.7464591709227281
2016,Yorkshire and The Humber,Male,61 and over,1.2414781393435064
